Work Year,Experience Level,Employment Type,Job Title,salary,salary_currency,Salary (USD),Employee Country,Work Mode,Company Country,Company Size
2023,Senior Level,Full-Time,Data Analytics Specialist,105000,USD,105000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Analytics Specialist,85000,USD,85000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Research Scientist,215000,USD,215000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Research Scientist,146300,USD,146300,US,On-Site,US,Medium
2023,Entry Level,Full-Time,AI Developer,200000,EUR,214618,DE,Remote,DE,Large
2023,Mid Level,Full-Time,Data Engineer,72000,USD,72000,MX,Remote,MX,Medium
2023,Mid Level,Full-Time,Data Engineer,60000,USD,60000,MX,Remote,MX,Medium
2023,Senior Level,Full-Time,Machine Learning Engineer,153400,USD,153400,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Machine Learning Engineer,122700,USD,122700,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Data Engineer,260000,USD,260000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Data Engineer,175000,USD,175000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,123900,USD,123900,US,Remote,US,Medium
2023,Mid Level,Full-Time,Research Scientist,150000,USD,150000,US,Remote,US,Medium
2023,Mid Level,Full-Time,Data Engineer,250000,USD,250000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Data Scientist,60000,EUR,64385,FR,Hybrid,FR,Medium
2023,Senior Level,Full-Time,Data Analyst,185900,USD,185900,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Analyst,121700,USD,121700,US,On-Site,US,Medium
2023,Senior Level,Freelance,Software Data Engineer,50000,USD,50000,NG,Hybrid,AU,Medium
2023,Entry Level,Full-Time,Data Analyst,100000,USD,100000,UZ,Remote,US,Large
2023,Executive,Full-Time,Data Engineer,310000,USD,310000,US,Remote,US,Medium
2023,Executive,Full-Time,Data Engineer,239000,USD,239000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Analyst,125000,USD,125000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Analyst,110000,USD,110000,US,On-Site,US,Medium
2023,Entry Level,Full-Time,Data Analyst,150000,USD,150000,US,On-Site,US,Medium
2023,Entry Level,Full-Time,Data Analyst,100000,USD,100000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,149076,USD,149076,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,82365,USD,82365,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Data Analyst,80000,GBP,97218,GB,On-Site,GB,Medium
2023,Mid Level,Full-Time,Data Analyst,40000,GBP,48609,GB,On-Site,GB,Medium
2023,Senior Level,Full-Time,Data Analyst,95000,USD,95000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Analyst,85500,USD,85500,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Data Scientist,97750,USD,97750,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Scientist,201000,USD,201000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,122000,USD,122000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Data Scientist,116990,USD,116990,US,Remote,US,Medium
2023,Mid Level,Full-Time,Data Scientist,82920,USD,82920,US,Remote,US,Medium
2023,Mid Level,Full-Time,Machine Learning Scientist,200000,USD,200000,US,On-Site,US,Small
2023,Mid Level,Full-Time,Machine Learning Scientist,125000,USD,125000,US,On-Site,US,Small
2023,Senior Level,Full-Time,Machine Learning Engineer,204500,USD,204500,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Machine Learning Engineer,142200,USD,142200,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Manager,155000,USD,155000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Manager,140000,USD,140000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Machine Learning Infrastructure Engineer,205920,USD,205920,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Machine Learning Infrastructure Engineer,171600,USD,171600,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,121500,USD,121500,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,78000,USD,78000,US,Remote,US,Medium
2023,Mid Level,Full-Time,Data Engineer,154000,USD,154000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Data Engineer,116000,USD,116000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,136000,USD,136000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Data Analyst,65000,GBP,78990,GB,Remote,GB,Medium
2023,Mid Level,Full-Time,Data Analyst,36050,GBP,43809,GB,Remote,GB,Medium
2023,Senior Level,Full-Time,Data Analyst,180000,USD,180000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,170000,USD,170000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,154000,USD,154000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,116000,USD,116000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Data Engineer,200000,USD,200000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,160000,USD,160000,US,Remote,US,Medium
2023,Mid Level,Full-Time,Data Engineer,105000,GBP,127599,GB,On-Site,GB,Medium
2023,Mid Level,Full-Time,Data Engineer,85000,GBP,103294,GB,On-Site,GB,Medium
2023,Senior Level,Full-Time,Data Engineer,153600,USD,153600,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,106800,USD,106800,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,156400,USD,156400,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Analytics Engineer,150000,USD,150000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Analytics Engineer,120000,USD,120000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Analyst,145000,USD,145000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Scientist,260000,USD,260000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Research Scientist,185000,USD,185000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Research Scientist,125000,USD,125000,US,On-Site,US,Medium
2022,Entry Level,Part-Time,Data Analyst,34320,USD,34320,US,Remote,US,Small
2023,Senior Level,Full-Time,Head of Data,70000,EUR,75116,PT,Remote,PT,Large
2022,Executive,Full-Time,Data Science Manager,106000,USD,106000,UZ,On-Site,RU,Large
2023,Senior Level,Full-Time,Data Analyst,175000,USD,175000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Analyst,122000,USD,122000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Analyst,93800,USD,93800,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Science Manager,150000,USD,150000,MX,Remote,MX,Medium
2023,Senior Level,Full-Time,Data Science Manager,90000,USD,90000,MX,Remote,MX,Medium
2023,Entry Level,Full-Time,Computer Vision Engineer,220000,USD,220000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,BI Data Analyst,67000,EUR,71897,DE,Remote,DE,Medium
2023,Entry Level,Full-Time,AI Developer,60000,EUR,64385,DE,On-Site,DE,Medium
2023,Mid Level,Full-Time,Machine Learning Engineer,200000,USD,200000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Machine Learning Engineer,175000,USD,175000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Data Scientist,40000,USD,40000,FR,Hybrid,FR,Large
2023,Senior Level,Full-Time,Data Scientist,136000,USD,136000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Scientist,104000,USD,104000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Analyst,152380,USD,152380,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Analyst,121904,USD,121904,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Architect,168400,USD,168400,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Architect,105200,USD,105200,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Machine Learning Engineer,128280,USD,128280,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Machine Learning Engineer,106900,USD,106900,US,On-Site,US,Medium
2022,Senior Level,Full-Time,Lead Data Scientist,192000,USD,192000,US,Remote,US,Large
2023,Mid Level,Full-Time,Data Engineer,100000,USD,100000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Research Engineer,100000,EUR,107309,DE,Remote,DE,Small
2023,Senior Level,Full-Time,Research Engineer,80000,EUR,85847,DE,Remote,DE,Small
2023,Senior Level,Full-Time,Machine Learning Engineer,275000,USD,275000,DE,On-Site,DE,Medium
2023,Senior Level,Full-Time,Machine Learning Engineer,174000,USD,174000,DE,On-Site,DE,Medium
2023,Senior Level,Full-Time,Data Analyst,170500,USD,170500,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Analyst,85000,USD,85000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Manager,60027,GBP,72946,GB,On-Site,GB,Medium
2023,Senior Level,Full-Time,Data Manager,44737,GBP,54365,GB,On-Site,GB,Medium
2023,Executive,Full-Time,Head of Data Science,131899,GBP,160288,GB,On-Site,GB,Medium
2023,Executive,Full-Time,Head of Data Science,104891,GBP,127467,GB,On-Site,GB,Medium
2023,Senior Level,Full-Time,Data Engineer,80000,USD,80000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,65000,USD,65000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,124740,USD,124740,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,65488,USD,65488,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Quality Analyst,72200,USD,72200,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Quality Analyst,64980,USD,64980,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Analyst,179975,USD,179975,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Analyst,86466,USD,86466,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,90000,USD,90000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Insight Analyst,42000,GBP,51039,GB,On-Site,GB,Medium
2023,Mid Level,Full-Time,Insight Analyst,35000,GBP,42533,GB,On-Site,GB,Medium
2023,Senior Level,Full-Time,Data Science Manager,175000,USD,175000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Science Manager,120000,USD,120000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Analyst,230000,USD,230000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Manager,120000,USD,120000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Machine Learning Infrastructure Engineer,205920,USD,205920,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Machine Learning Infrastructure Engineer,171600,USD,171600,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,265000,USD,265000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Applied Machine Learning Engineer,130000,USD,130000,US,On-Site,US,Medium
2022,Entry Level,Full-Time,Data Scientist,168000,USD,168000,US,Remote,US,Medium
2023,Mid Level,Full-Time,AI Scientist,36000,EUR,38631,ES,Hybrid,ES,Large
2023,Senior Level,Full-Time,Data Engineer,167580,USD,167580,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,87980,USD,87980,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,202000,USD,202000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,135000,USD,135000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,104000,USD,104000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,65000,USD,65000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Research Engineer,230000,USD,230000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Research Engineer,148000,USD,148000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Machine Learning Engineer,269000,USD,269000,CA,Remote,CA,Medium
2023,Senior Level,Full-Time,Machine Learning Engineer,158000,USD,158000,CA,Remote,CA,Medium
2023,Senior Level,Full-Time,Analytics Engineer,197000,USD,197000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Analytics Engineer,106000,USD,106000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Deep Learning Engineer,150000,USD,150000,US,Remote,US,Medium
2023,Mid Level,Full-Time,Deep Learning Engineer,100000,USD,100000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,290000,USD,290000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,210000,USD,210000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,192000,USD,192000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,172800,USD,172800,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,300240,USD,300240,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,200160,USD,200160,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Analytics Engineer,175000,USD,175000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Analytics Engineer,140000,USD,140000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Manager,169000,USD,169000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Manager,100000,USD,100000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Data Engineer,95000,GBP,115447,GB,Remote,GB,Large
2023,Senior Level,Full-Time,Data Analyst,110000,USD,110000,US,Remote,US,Small
2023,Senior Level,Full-Time,Data Analyst,80000,USD,80000,US,Remote,US,Small
2023,Entry Level,Full-Time,Data Analyst,55000,USD,55000,US,On-Site,US,Medium
2023,Entry Level,Full-Time,Data Analyst,48000,USD,48000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Analyst,85000,USD,85000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,137500,USD,137500,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,81500,USD,81500,US,Remote,US,Medium
2023,Senior Level,Full-Time,Machine Learning Engineer,184700,USD,184700,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Machine Learning Engineer,186000,USD,186000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Machine Learning Engineer,153088,USD,153088,US,Remote,US,Medium
2023,Mid Level,Full-Time,Data Infrastructure Engineer,190000,USD,190000,US,Remote,US,Medium
2023,Mid Level,Full-Time,Data Infrastructure Engineer,160000,USD,160000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Machine Learning Engineer,200000,USD,200000,US,Remote,US,Medium
2023,Mid Level,Full-Time,Data Infrastructure Engineer,190000,USD,190000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Data Infrastructure Engineer,183310,USD,183310,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Machine Learning Engineer,240000,USD,240000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Machine Learning Engineer,180000,USD,180000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,144000,USD,144000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,66000,USD,66000,US,Remote,US,Medium
2023,Mid Level,Full-Time,Machine Learning Engineer,148500,USD,148500,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Machine Learning Engineer,126277,USD,126277,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Architect,228000,USD,228000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Architect,120000,USD,120000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Machine Learning Software Engineer,180000,USD,180000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Machine Learning Software Engineer,90000,USD,90000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,126500,USD,126500,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,78000,USD,78000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,180000,USD,180000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Machine Learning Software Engineer,272000,USD,272000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Machine Learning Software Engineer,170000,USD,170000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Data Analyst,80000,USD,80000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Data Analyst,60000,USD,60000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,259000,USD,259000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,146000,USD,146000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Scientist,139500,USD,139500,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Data Engineer,140000,USD,140000,US,Remote,US,Medium
2023,Mid Level,Full-Time,Data Engineer,120000,USD,120000,US,Remote,US,Medium
2023,Mid Level,Full-Time,Data Analyst,90000,GBP,109371,HR,On-Site,HR,Medium
2023,Mid Level,Full-Time,Data Analyst,60000,GBP,72914,HR,On-Site,HR,Medium
2023,Senior Level,Full-Time,Data Science Lead,247500,USD,247500,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Science Lead,172200,USD,172200,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Machine Learning Infrastructure Engineer,100000,EUR,107309,FR,Remote,FR,Medium
2023,Senior Level,Full-Time,Machine Learning Infrastructure Engineer,70000,EUR,75116,FR,Remote,FR,Medium
2023,Senior Level,Full-Time,Machine Learning Engineer,288000,USD,288000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Machine Learning Engineer,140000,USD,140000,US,Remote,US,Medium
2023,Mid Level,Full-Time,Data Science Lead,60000,GBP,72914,GB,On-Site,GB,Medium
2023,Mid Level,Full-Time,Data Science Lead,50000,GBP,60761,GB,On-Site,GB,Medium
2023,Senior Level,Full-Time,Data Scientist,215050,USD,215050,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Scientist,156400,USD,156400,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Architect,198000,USD,198000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Architect,114000,USD,114000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Scientist,209300,USD,209300,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Scientist,182200,USD,182200,US,Remote,US,Medium
2022,Entry Level,Full-Time,Data Scientist,85000,USD,85000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Machine Learning Engineer,40000,GBP,48609,GB,Remote,GB,Medium
2023,Entry Level,Full-Time,Research Engineer,120000,USD,120000,GB,Remote,GB,Medium
2023,Entry Level,Full-Time,Research Engineer,60000,USD,60000,GB,Remote,GB,Medium
2023,Senior Level,Full-Time,Machine Learning Engineer,147100,USD,147100,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Machine Learning Engineer,90700,USD,90700,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Analyst,227000,USD,227000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Analyst,108000,USD,108000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Architect,160000,USD,160000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Analyst,52000,EUR,55800,ES,Remote,ES,Medium
2023,Senior Level,Full-Time,Data Analyst,48000,EUR,51508,ES,Remote,ES,Medium
2023,Entry Level,Full-Time,Data Analyst,60000,USD,60000,US,Remote,US,Large
2023,Entry Level,Full-Time,Data Analyst,50000,USD,50000,KW,Hybrid,US,Large
2023,Senior Level,Full-Time,Data Engineer,226700,USD,226700,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,133300,USD,133300,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Big Data Architect,124999,GBP,151902,GB,Remote,GB,Large
2023,Senior Level,Full-Time,Data Analyst,52500,USD,52500,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,250000,USD,250000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,162500,USD,162500,US,Remote,US,Medium
2023,Mid Level,Full-Time,Data Analyst,165000,USD,165000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Data Analyst,124000,USD,124000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,63000,USD,63000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Research Scientist,253750,USD,253750,ES,On-Site,ES,Medium
2023,Senior Level,Full-Time,Research Scientist,169200,USD,169200,ES,On-Site,ES,Medium
2023,Mid Level,Full-Time,Data Scientist,170000,USD,170000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Data Scientist,120000,USD,120000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,213580,USD,213580,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,163625,USD,163625,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,95000,EUR,101943,IE,Remote,IE,Medium
2023,Senior Level,Full-Time,Machine Learning Engineer,220000,USD,220000,US,On-Site,US,Medium
2023,Executive,Full-Time,Data Engineer,210000,USD,210000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Science Manager,231250,USD,231250,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Science Manager,138750,USD,138750,US,Remote,US,Medium
2023,Senior Level,Full-Time,Machine Learning Engineer,284310,USD,284310,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Machine Learning Engineer,153090,USD,153090,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Data Analyst,125000,USD,125000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Data Analyst,105000,USD,105000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Data Analyst,90000,GBP,109371,GB,On-Site,GB,Medium
2023,Mid Level,Full-Time,Data Analyst,70000,GBP,85066,GB,On-Site,GB,Medium
2023,Entry Level,Full-Time,Data Analyst,100000,USD,100000,US,Hybrid,US,Medium
2023,Senior Level,Full-Time,Data Science Lead,225900,USD,225900,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Science Lead,156400,USD,156400,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Analyst,60000,USD,60000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Data Analyst,95000,USD,95000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Scientist,135000,USD,135000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Analyst,93919,USD,93919,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Analyst,51962,USD,51962,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,241871,USD,241871,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,133832,USD,133832,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,90000,USD,90000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Analyst,192500,USD,192500,US,Remote,US,Medium
2023,Mid Level,Full-Time,Machine Learning Engineer,36000,USD,36000,MX,Remote,MX,Small
2023,Senior Level,Full-Time,Data Scientist,235000,USD,235000,US,Remote,US,Medium
2023,Mid Level,Full-Time,Machine Learning Engineer,100000,GBP,121523,GB,On-Site,GB,Medium
2023,Mid Level,Full-Time,Machine Learning Engineer,80000,GBP,97218,GB,On-Site,GB,Medium
2023,Senior Level,Full-Time,Data Scientist,216100,USD,216100,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,140800,USD,140800,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Machine Learning Engineer,120000,GBP,145828,GB,On-Site,GB,Medium
2023,Senior Level,Full-Time,Computer Vision Software Engineer,50000,EUR,53654,NL,Remote,CA,Large
2023,Entry Level,Full-Time,Data Scientist,110000,USD,110000,US,Hybrid,US,Small
2023,Mid Level,Full-Time,Data Engineer,55000,GBP,66837,GB,Remote,GB,Medium
2023,Mid Level,Full-Time,Data Engineer,52000,GBP,63192,GB,Remote,GB,Medium
2023,Mid Level,Full-Time,Data Analyst,50000,GBP,60761,GB,On-Site,GB,Medium
2023,Executive,Full-Time,Data Engineer,284000,USD,284000,US,Remote,US,Medium
2023,Executive,Full-Time,Data Engineer,236000,USD,236000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Research Scientist,248100,USD,248100,CA,On-Site,CA,Medium
2023,Senior Level,Full-Time,Research Scientist,145900,USD,145900,CA,On-Site,CA,Medium
2023,Senior Level,Full-Time,Research Engineer,155850,USD,155850,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Research Engineer,102544,USD,102544,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Data Scientist,151410,USD,151410,US,Remote,US,Medium
2023,Mid Level,Full-Time,Data Scientist,115360,USD,115360,US,Remote,US,Medium
2023,Mid Level,Full-Time,Data Engineer,62000,EUR,66531,ES,Remote,ES,Medium
2023,Mid Level,Full-Time,Data Engineer,55000,EUR,59020,ES,Remote,ES,Medium
2023,Senior Level,Full-Time,Director of Data Science,170000,CAD,125686,CA,Hybrid,CA,Medium
2023,Senior Level,Full-Time,Azure Data Engineer,100000,USD,100000,NL,Hybrid,NL,Large
2023,Senior Level,Full-Time,Data Scientist,185000,USD,185000,GB,On-Site,GB,Medium
2023,Senior Level,Full-Time,Data Scientist,120250,USD,120250,GB,On-Site,GB,Medium
2022,Entry Level,Full-Time,Data Scientist,180000,USD,180000,US,Remote,US,Medium
2023,Mid Level,Full-Time,Research Scientist,85000,USD,85000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Research Scientist,70000,USD,70000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,BI Developer,135000,USD,135000,US,Remote,US,Medium
2023,Senior Level,Full-Time,BI Developer,100000,USD,100000,US,Remote,US,Medium
2023,Executive,Full-Time,Data Analytics Manager,155000,USD,155000,US,On-Site,US,Medium
2023,Executive,Full-Time,Data Analytics Manager,140000,USD,140000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,225000,USD,225000,US,Remote,US,Medium
2023,Senior Level,Full-Time,ML Engineer,220000,USD,220000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,ML Engineer,150000,USD,150000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Analytics Manager,204500,USD,204500,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Analytics Manager,138900,USD,138900,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,107000,USD,107000,US,Remote,US,Medium
2023,Mid Level,Full-Time,Machine Learning Engineer,110000,USD,110000,US,Remote,US,Large
2023,Senior Level,Full-Time,Data Engineer,265000,USD,265000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,182750,USD,182750,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,137500,USD,137500,US,On-Site,US,Medium
2023,Executive,Full-Time,Head of Data Science,314100,USD,314100,US,On-Site,US,Medium
2023,Executive,Full-Time,Head of Data Science,195800,USD,195800,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Applied Scientist,205000,USD,205000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Applied Scientist,180000,USD,180000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,165000,USD,165000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Scientist,144000,USD,144000,US,Remote,US,Medium
2023,Entry Level,Full-Time,BI Developer,160000,USD,160000,US,On-Site,US,Medium
2023,Entry Level,Full-Time,BI Developer,100000,USD,100000,US,On-Site,US,Medium
2023,Executive,Full-Time,Data Engineer,200000,USD,200000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Data Analyst,150000,USD,150000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Manager,199000,USD,199000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Manager,112000,USD,112000,US,On-Site,US,Medium
2023,Entry Level,Full-Time,Big Data Engineer,130000,USD,130000,SE,Remote,SE,Small
2023,Entry Level,Full-Time,Data Engineer,160000,USD,160000,US,On-Site,US,Medium
